Descripcio_causa_mediata,Numero_expedient
No hi ha causa mediata,2018S004498    
No hi ha causa mediata,2018S002898    
No hi ha causa mediata,2018S006660    
No hi ha causa mediata,2018S005133    
No hi ha causa mediata,2018S002784    
No hi ha causa mediata,2018S003066    
No hi ha causa mediata,2018S009788    
Alcoholèmia,2018S003281    
No hi ha causa mediata,2018S000054    
No hi ha causa mediata,2018S002715    
No hi ha causa mediata,2018S004997    
No hi ha causa mediata,2018S009727    
No hi ha causa mediata,2018S000102    
No hi ha causa mediata,2018S005409    
No hi ha causa mediata,2018S003410    
No hi ha causa mediata,2018S006169    
No hi ha causa mediata,2018S005048    
No hi ha causa mediata,2018S008763    
No hi ha causa mediata,2018S002391    
No hi ha causa mediata,2018S001054    
No hi ha causa mediata,2018S006675    
No hi ha causa mediata,2018S004901    
No hi ha causa mediata,2018S007813    
No hi ha causa mediata,2018S000661    
No hi ha causa mediata,2018S008794    
No hi ha causa mediata,2018S005274    
No hi ha causa mediata,2018S001283    
No hi ha causa mediata,2018S009786    
No hi ha causa mediata,2018S001219    
No hi ha causa mediata,2018S008913    
No hi ha causa mediata,2018S006514    
No hi ha causa mediata,2018S005418    
No hi ha causa mediata,2018S009227    
No hi ha causa mediata,2018S007753    
No hi ha causa mediata,2018S000075    
No hi ha causa mediata,2018S002291    
No hi ha causa mediata,2018S001313    
No hi ha causa mediata,2018S006617    
No hi ha causa mediata,2018S002068    
No hi ha causa mediata,2018S006534    
No hi ha causa mediata,2018S002334    
No hi ha causa mediata,2018S003911    
No hi ha causa mediata,2018S005759    
No hi ha causa mediata,2018S009495    
No hi ha causa mediata,2018S007867    
No hi ha causa mediata,2018S001474    
No hi ha causa mediata,2018S007712    
No hi ha causa mediata,2018S005761    
No hi ha causa mediata,2018S001052    
No hi ha causa mediata,2018S009108    
No hi ha causa mediata,2018S005336    
No hi ha causa mediata,2018S004577    
No hi ha causa mediata,2018S001084    
No hi ha causa mediata,2018S002234    
No hi ha causa mediata,2018S009262    
No hi ha causa mediata,2018S004350    
No hi ha causa mediata,2018S005681    
No hi ha causa mediata,2018S007067    
No hi ha causa mediata,2018S005172    
No hi ha causa mediata,2018S002384    
No hi ha causa mediata,2018S003804    
No hi ha causa mediata,2018S009228    
No hi ha causa mediata,2018S000406    
No hi ha causa mediata,2018S001685    
No hi ha causa mediata,2018S009128    
No hi ha causa mediata,2018S002205    
No hi ha causa mediata,2018S000093    
No hi ha causa mediata,2018S004558    
No hi ha causa mediata,2018S002917    
No hi ha causa mediata,2018S008548    
No hi ha causa mediata,2018S000680    
No hi ha causa mediata,2018S008629    
No hi ha causa mediata,2018S007218    
No hi ha causa mediata,2018S006074    
No hi ha causa mediata,2018S003979    
No hi ha causa mediata,2018S002379    
Alcoholèmia,2018S004353    
No hi ha causa mediata,2018S000709    
No hi ha causa mediata,2018S005384    
No hi ha causa mediata,2018S001430    
No hi ha causa mediata,2018S006711    
Alcoholèmia,2018S007980    
No hi ha causa mediata,2018S008458    
No hi ha causa mediata,2018S003663    
No hi ha causa mediata,2018S009557    
No hi ha causa mediata,2018S004736    
No hi ha causa mediata,2018S001285    
No hi ha causa mediata,2018S007385    
No hi ha causa mediata,2018S005198    
No hi ha causa mediata,2018S009561    
No hi ha causa mediata,2018S002478    
No hi ha causa mediata,2018S005320    
No hi ha causa mediata,2018S001576    
No hi ha causa mediata,2018S004380    
No hi ha causa mediata,2018S002432    
No hi ha causa mediata,2018S001531    
No hi ha causa mediata,2018S004111    
No hi ha causa mediata,2018S001984    
No hi ha causa mediata,2018S006171    
No hi ha causa mediata,2018S008335    
No hi ha causa mediata,2018S009915    
No hi ha causa mediata,2018S004603    
No hi ha causa mediata,2018S001970    
No hi ha causa mediata,2018S009199    
No hi ha causa mediata,2018S002826    
No hi ha causa mediata,2018S006257    
No hi ha causa mediata,2018S007569    
No hi ha causa mediata,2018S007648    
No hi ha causa mediata,2018S005167    
No hi ha causa mediata,2018S002486    
No hi ha causa mediata,2018S007317    
No hi ha causa mediata,2018S006483    
No hi ha causa mediata,2018S003814    
No hi ha causa mediata,2018S004802    
No hi ha causa mediata,2018S004604    
Alcoholèmia,2018S000301    
No hi ha causa mediata,2018S009203    
No hi ha causa mediata,2018S001535    
No hi ha causa mediata,2018S006770    
No hi ha causa mediata,2018S002190    
No hi ha causa mediata,2018S008450    
No hi ha causa mediata,2018S004022    
Excés de velocitat o inadequada,2018S000976    
No hi ha causa mediata,2018S004689    
No hi ha causa mediata,2018S009055    
No hi ha causa mediata,2018S008552    
No hi ha causa mediata,2018S002918    
No hi ha causa mediata,2018S002425    
No hi ha causa mediata,2018S002449    
No hi ha causa mediata,2018S009933    
Alcoholèmia,2018S009011    
No hi ha causa mediata,2018S009618    
No hi ha causa mediata,2018S004419    
No hi ha causa mediata,2018S003916    
No hi ha causa mediata,2018S001374    
No hi ha causa mediata,2018S009249    
No hi ha causa mediata,2018S004978    
No hi ha causa mediata,2018S004447    
No hi ha causa mediata,2018S008112    
No hi ha causa mediata,2018S008848    
No hi ha causa mediata,2018S000059    
No hi ha causa mediata,2018S001282    
Alcoholèmia,2018S001138    
No hi ha causa mediata,2018S004773    
No hi ha causa mediata,2018S009875    
No hi ha causa mediata,2018S006580    
No hi ha causa mediata,2018S006963    
Alcoholèmia,2018S009614    
No hi ha causa mediata,2018S007829    
No hi ha causa mediata,2018S003510    
No hi ha causa mediata,2018S003561    
No hi ha causa mediata,2018S004357    
No hi ha causa mediata,2018S000342    
No hi ha causa mediata,2018S009237    
No hi ha causa mediata,2018S007461    
No hi ha causa mediata,2018S008737    
No hi ha causa mediata,2018S007402    
No hi ha causa mediata,2018S009033    
No hi ha causa mediata,2018S002913    
No hi ha causa mediata,2018S008213    
No hi ha causa mediata,2018S001960    
No hi ha causa mediata,2018S003179    
No hi ha causa mediata,2018S003728    
No hi ha causa mediata,2018S004012    
No hi ha causa mediata,2018S009363    
No hi ha causa mediata,2018S003764    
No hi ha causa mediata,2018S006750    
No hi ha causa mediata,2018S008528    
No hi ha causa mediata,2018S007027    
No hi ha causa mediata,2018S002549    
No hi ha causa mediata,2018S005483    
No hi ha causa mediata,2018S002928    
No hi ha causa mediata,2018S005353    
No hi ha causa mediata,2018S009423    
No hi ha causa mediata,2018S001904    
No hi ha causa mediata,2018S004256    
Alcoholèmia,2018S001202    
No hi ha causa mediata,2018S002056    
No hi ha causa mediata,2018S002295    
No hi ha causa mediata,2018S008901    
No hi ha causa mediata,2018S002502    
No hi ha causa mediata,2018S009308    
No hi ha causa mediata,2018S006766    
No hi ha causa mediata,2018S009634    
No hi ha causa mediata,2018S007216    
No hi ha causa mediata,2018S008305    
No hi ha causa mediata,2018S007865    
No hi ha causa mediata,2018S000972    
No hi ha causa mediata,2018S001016    
No hi ha causa mediata,2018S005971    
No hi ha causa mediata,2018S003630    
No hi ha causa mediata,2018S000165    
No hi ha causa mediata,2018S006577    
No hi ha causa mediata,2018S003818    
No hi ha causa mediata,2018S008033    
No hi ha causa mediata,2018S001487    
No hi ha causa mediata,2018S004346    
No hi ha causa mediata,2018S007115    
Calçada en mal estat,2018S005425    
No hi ha causa mediata,2018S007863    
No hi ha causa mediata,2018S002931    
No hi ha causa mediata,2018S002777    
No hi ha causa mediata,2018S002597    
No hi ha causa mediata,2018S003015    
No hi ha causa mediata,2018S001030    
No hi ha causa mediata,2018S002877    
No hi ha causa mediata,2018S002850    
No hi ha causa mediata,2018S007641    
No hi ha causa mediata,2018S001022    
No hi ha causa mediata,2018S003633    
No hi ha causa mediata,2018S006971    
No hi ha causa mediata,2018S003135    
No hi ha causa mediata,2018S000657    
No hi ha causa mediata,2018S004653    
No hi ha causa mediata,2018S004759    
No hi ha causa mediata,2018S004624    
No hi ha causa mediata,2018S003006    
No hi ha causa mediata,2018S009309    
No hi ha causa mediata,2018S004155    
No hi ha causa mediata,2018S009606    
No hi ha causa mediata,2018S006741    
No hi ha causa mediata,2018S001956    
No hi ha causa mediata,2018S006673    
No hi ha causa mediata,2018S004077    
Calçada en mal estat,2018S000500    
Objectes o animals a la calçada,2018S004000    
No hi ha causa mediata,2018S002984    
No hi ha causa mediata,2018S006672    
No hi ha causa mediata,2018S008094    
No hi ha causa mediata,2018S009747    
No hi ha causa mediata,2018S006017    
No hi ha causa mediata,2018S009486    
No hi ha causa mediata,2018S005420    
No hi ha causa mediata,2018S004529    
No hi ha causa mediata,2018S002514    
No hi ha causa mediata,2018S008087    
No hi ha causa mediata,2018S003043    
No hi ha causa mediata,2018S000023    
No hi ha causa mediata,2018S005624    
No hi ha causa mediata,2018S004300    
No hi ha causa mediata,2018S001096    
No hi ha causa mediata,2018S008757    
No hi ha causa mediata,2018S002630    
No hi ha causa mediata,2018S001875    
No hi ha causa mediata,2018S009340    
No hi ha causa mediata,2018S007927    
Alcoholèmia,2018S007343    
No hi ha causa mediata,2018S005027    
No hi ha causa mediata,2018S006752    
No hi ha causa mediata,2018S008923    
No hi ha causa mediata,2018S006763    
No hi ha causa mediata,2018S002646    
No hi ha causa mediata,2018S006143    
No hi ha causa mediata,2018S001545    
No hi ha causa mediata,2018S001665    
No hi ha causa mediata,2018S003839    
No hi ha causa mediata,2018S009855    
No hi ha causa mediata,2018S001380    
No hi ha causa mediata,2018S007409    
Alcoholèmia,2018S001043    
No hi ha causa mediata,2018S005577    
No hi ha causa mediata,2018S001425    
No hi ha causa mediata,2018S009692    
No hi ha causa mediata,2018S007379    
No hi ha causa mediata,2018S009381    
No hi ha causa mediata,2018S007745    
No hi ha causa mediata,2018S007156    
No hi ha causa mediata,2018S002123    
No hi ha causa mediata,2018S004053    
No hi ha causa mediata,2018S006781    
No hi ha causa mediata,2018S007869    
No hi ha causa mediata,2018S005658    
No hi ha causa mediata,2018S005235    
No hi ha causa mediata,2018S001476    
No hi ha causa mediata,2018S008533    
No hi ha causa mediata,2018S005243    
No hi ha causa mediata,2018S007802    
No hi ha causa mediata,2018S001795    
No hi ha causa mediata,2018S000788    
No hi ha causa mediata,2018S005037    
No hi ha causa mediata,2018S009094    
No hi ha causa mediata,2018S003584    
No hi ha causa mediata,2018S001625    
No hi ha causa mediata,2018S005906    
Alcoholèmia,2018S001978    
No hi ha causa mediata,2018S003553    
No hi ha causa mediata,2018S006096    
No hi ha causa mediata,2018S001869    
No hi ha causa mediata,2018S000263    
No hi ha causa mediata,2018S003173    
No hi ha causa mediata,2018S008070    
No hi ha causa mediata,2018S009129    
No hi ha causa mediata,2018S001982    
No hi ha causa mediata,2018S004864    
No hi ha causa mediata,2018S008668    
Alcoholèmia,2018S008138    
No hi ha causa mediata,2018S005976    
No hi ha causa mediata,2018S007234    
No hi ha causa mediata,2018S009578    
No hi ha causa mediata,2018S005218    
No hi ha causa mediata,2018S008557    
No hi ha causa mediata,2018S008044    
No hi ha causa mediata,2018S003690    
No hi ha causa mediata,2018S004493    
No hi ha causa mediata,2018S005156    
No hi ha causa mediata,2018S009504    
No hi ha causa mediata,2018S009413    
No hi ha causa mediata,2018S003334    
Alcoholèmia,2018S007138    
No hi ha causa mediata,2018S009016    
No hi ha causa mediata,2018S003486    
No hi ha causa mediata,2018S002614    
No hi ha causa mediata,2018S000025    
No hi ha causa mediata,2018S008262    
No hi ha causa mediata,2018S003251    
No hi ha causa mediata,2018S001589    
Drogues o medicaments,2018S006578    
Alcoholèmia,2018S004824    
No hi ha causa mediata,2018S001385    
No hi ha causa mediata,2018S006772    
No hi ha causa mediata,2018S003782    
No hi ha causa mediata,2018S002447    
No hi ha causa mediata,2018S005035    
No hi ha causa mediata,2018S006950    
No hi ha causa mediata,2018S002429    
No hi ha causa mediata,2018S000740    
No hi ha causa mediata,2018S001672    
No hi ha causa mediata,2018S003928    
No hi ha causa mediata,2018S006282    
No hi ha causa mediata,2018S003364    
No hi ha causa mediata,2018S007196    
No hi ha causa mediata,2018S008503    
No hi ha causa mediata,2018S000792    
No hi ha causa mediata,2018S001012    
No hi ha causa mediata,2018S007481    
No hi ha causa mediata,2018S009283    
No hi ha causa mediata,2018S004665    
No hi ha causa mediata,2018S009119    
No hi ha causa mediata,2018S009851    
No hi ha causa mediata,2018S004027    
No hi ha causa mediata,2018S000011    
No hi ha causa mediata,2018S007311    
No hi ha causa mediata,2018S004147    
No hi ha causa mediata,2018S003463    
No hi ha causa mediata,2018S009314    
No hi ha causa mediata,2018S006445    
No hi ha causa mediata,2018S002100    
No hi ha causa mediata,2018S008348    
No hi ha causa mediata,2018S001331    
No hi ha causa mediata,2018S003085    
No hi ha causa mediata,2018S008596    
No hi ha causa mediata,2018S007754    
No hi ha causa mediata,2018S001289    
No hi ha causa mediata,2018S008776    
No hi ha causa mediata,2018S000995    
No hi ha causa mediata,2018S001500    
